title,lead,category,id_news
پرسپوليس با 8 غايب به آلمان رفت,همچنين عليرضا حقيقي كه از روز گذشته در اردوي تيم اميد شركت كرده امروز با اجازه غلامحسين پيرواني اردوي تيم اميد را ترك كرد تا هر چه زودتر خود را به اردوي پرسپوليس در آلمان برساند. اين تيم در آلمان فعلا گلر ندارد.,ورزشی,106838
سقف قرارداد یعنی کشک!؟,طرح این ادعا درحالی است که حتی بسیاری از بازیکنان لیگ برتری در مصاحبه های شان از رقم های دریافتی شان پرده برداشته اند. قراردادهای جنجالی چهره های شاخص لیگ برتر چون جانواریو و خسرو حیدری جنجال های زیادی به پا کرد و این درحالی است که فدراسیون فوتبال همچنان ادعا دارد سقف قراردادها در برگه های ثبت شده رعایت شده اند.,ورزشی,106839
ساخت ربات انسان نما در ایران,حسن شیخ نیا امروز در مشهد گفت:این ربات دوازدهم تیر همزمان با گرامیداشت هفته صنعت و معدن با حضور رییس جمهور رونمایی می شود.,اجتماعی,106840
تمدید مهلت پرینت کارت شرکت کنکور,داوطلبان متقاضی شرکت در آزمون هر یک از گروههای آزمایشی علوم ریاضی و فنی، هنر، علوم تجربی، زبانهای خارجی و علوم انسانی که برای پرینت کارت شرکت در آزمون تاکنون اقدام نکرده اند، به منظور مساعدت با آنان ترتیبی اتخاذ شده است که برای پرینت کارت ورود به جلسه آزمون خود به شرح زیر به سایت سازمان سنجش آموزش کشور به نشانی www.sanjesh.org مراجعه و اقدام کنند.,اجتماعی,106841
برخورد جدی با توزیع کنندگان مواد مخدر,در برخورد قاطع با مجرمان مواد مخدر و اجرای اشد مجازات برای آنانی که با این بلای خانمانسوز ارکان جامعه و خانواده را تهدید می کنند کوچکترین تردیدی به خود راه نمی دهیم.,اجتماعی,106842
مجری مشهور CNN باز نشسته شد,به تازگي نام لري كينگ به عنوان مجري كه برنامه اش سالهاي طولاني در تلويزيون پخش شده، در كتاب ركوردهاي گينس ثبت شده است.,فرهنگی,106843
کنسرت حبیب در تهران در روزهای آخر عمرش!,حبیب تصمیم قطعی اش را برای زندگی در ایران گرفته و امیدوار است که نه تنها به خودش بلکه به پسرش هم مجوز انتشار آلبوم و برگزاری کنسرت داده شود. او طی مدت اقامتش در ایران کلیپ هایی را ضبط کرده که یکی از این کلیپ ها سر مزار مادرش در بهشت زهرای تهران گرفته شده است. همه کادر کارگردانی و فنی این آلبوم از جوان ترهای این کار هستند و اکثرا از میان افراد فعال در شبکه ماهواره ای ایران میوزیک. هیچکدام این افراد از جمله آدم های معتبر و معروف کارگردانی نیستند. به جز این، او در چند جای دیگر ایران هم حبیب کلیپ هایی را ضبط کرده است.  همیشه و در تمام اوقات یکی از افراد بانفوذ همراه اوست و گفته می شود که تمامی مسیر حضور و فعالیتش در ایران با راهنمایی افراد با نفوذ است,اجتماعی,106844
پشت پرده حضور یک خواننده لس آنجلسی در ایران,این پرسش را می شود یک کلمه ای پاسخ داد و گفت: «زندگی»! اما جزیی ترش را که بخواهید باید بگوییم در چند ماهه گذشته حبیب به همراه همسر و فرزندش در تهران خانه گرفته و زندگی می کند. ماه های اول حضورش در ایران را بیشتر به دنبال باز پس گرفتن پاسپورت و لپ تاپش بوده که در آغاز ورودش به فرودگاه ایران ضبط شده بود. حبیب تصمیم قطعی اش را برای زندگی در ایران گرفته و امیدوار است که...,فرهنگی,106845
سرنا به نيمه نهايي رسيد، ونوس باخت,تنيسور بلژيكي فردا مقابل ورا زواناروا شماره 21 جهان از روسيه به ميدان خواهد رفت. تنيسور روسي كيم كليجسترز را با نتيجه 3 بر 6، 6 بر 4 و 6 بر 2 شكست داد. زواناروا در رقابت هاي تنيس آزاد استراليا 2009 نيز به مرحله نيمه نهايي راه يافت.,ورزشی,106846
سیگار دروازه ورودی مصرف مواد مخدر است,اعتیاد در جوانان، با یک ماده مجاز مانند سیگار آغاز می شود و به سمت مواد غیر مجازی همچون حشیش پیش می رود و در نهایت فرد به مصرف موادی با پتانسیلِ اعتیادآورِ قوی تر روی می آورد.,اجتماعی,106847
خوشحالم، خوش تکنيک ها جذب شد ه اند,وي افزود: براي حضور پرقدرت در فصل جاري در دوجام تا به امروز 70 در صد به آمادگي لازم رسيده ايم وسعي خواهيم کرد با برگزاري اردوهاي داخلي يا خارجي وبازي هاي تدارکاتي به آمادگي خوبي دست يابيم و در اين فصل سهميه صعود به مسابقات آسيايي را کسب کنيم.,ورزشی,106848
نصرتي: هنوز با تراكتور قرارداد امضا نكرده ام,مديران كارخانه تازه به ايران بازگشته اند و من بايد شرايط را بررسي كنم.,ورزشی,106850
استان‏ها حیاط خلوت بخش خصوصی نشوند,کریم صفایی در پاسخ به سوال خبرنگار دیگری مبنی بر سیاست گذاری فدراسیون در خصوص رشته المپیکی ریکرو گفت: فدراسیون دو استراتژی را در کارهای خود دنبال می کند. ریکرو با توجه به تمرینات پی در پی و حضور در المپیک  به نوعی مادر تیروکمان محسوب می شود و نمی توانیم از آن غافل شویم. اما ورزشکاران کامپوند در مدت چند هفته به شرایط آرمانی می رسند و می توانند رنکینگ آسیا و جهانی ما را تغییر دهند. با توجه به درخواست فیتا برای حضور کامپوند در المپیک 2016 نباید از برنامه ریزی بر روی این رشته هم غافل بمانیم.,ورزشی,106851
زمان قطعی آغاز ليگ برتر با توپ یکسان,قرعه كشي ليگ برتر 16 تير ماه انجام مي شود و برنامه ليگ برتر را هم بلافاصله اعلام مي كنيم. امسال برنامه هايي براي برگزاري ليگ داريم كه به عنوان مثال مي توان به يكسان سازي توپ هاي مسابقات اشاره كرد. قرار است همه رقابت هاي امسال با توپ يكسان و يك برند انجام شود.,ورزشی,106852
سعيدلو طرفدار زردها از آب درآمد,رييس سازمان تربيت بدني در ادامه گفت وگوي خود با خبرنگاران در حاشيه جلسه هيات دولت درباره خصوصي سازي دو باشگاه پرسپوليس و استقلال كه از مدت ها قبل مطرح بوده است، گفت: در اين مورد كارهاي لازم را ما انجام داده ايم. اطلاعات لازم را داده ايم و در واقع اكنون بايد نهادهاي مرتبط از جمله سازمان خصوصي سازي و وزارت اقتصاد و دارايي اين موضوع را پيگيري كنند و روند آن را تسهيل كنند.,ورزشی,106853
کفاشیان: از قطبی خواستیم تجدیدنظر کند,کفاشیان در خصوص عدم حضور برخی تیم ها در جام ولایت گفت: این یک تورنمنت استانی است که  باشگاه های برتر تهرانی در آن حضور دارند و اگر  تیمی انصراف بدهد ضرر می کند.ر با شرکت نکردن تیم ها این فدراسیون نیست که ضرر می کند. بلکه تیم ها هستند که ضرر می کنند. چرا که این نوع مسابقات به نوعی دیدار تدارکاتی نیز محسوب می  شود که تیم ها خود را برای رقابتهای لیگ آماده می کنند. می خواهیم تا این تورنمنت استانی را درحد بین المللی برگزار کنیم و در آینده از تیم های خوب خارجی نیز دعوت کنیم.,ورزشی,106854
كاروان ايران با هواپيمای اختصاصی در گوانگ‏ژو,رييس سازمان تربيت بدني با تاكيد بر تلاش براي مدال آوري و تحقق اهداف مورد نظر براي بازي هاي آسيايي گوانگ ژو خطاب به روساي فدراسيون هاي ورزشي گفت: اميدوار هستيم با تلاش ها و هماهنگي هايي كه به وجود مي آيد اهداف تعيين شده تحقق پيدا كند، در اين راه البته بايد همت مضاعف و كار مضاعف در دستور كار قرار گيرد؛ اين شعار بايد شعار ورزش كشور در اين سال پر كار باشد تا به اميد خدا مجموعه ورزش كشور بتواند مزد تلاش هاي خود را به موفقيت در گوانگ ژو بگيرد.,ورزشی,106855
اولروم در پرسپوليس و آرفي در تراكتورسازی,فراز كمالوند در شرايطي حاضر مي شود اين بازيكن را از دست بدهد كه باشگاه پرسپوليس در ازاي اولروم، اشپيتيم آرفي را به تراكتورسازي بدهد.,ورزشی,106856
"""داوید سیلوا"" به منچستر سیتی پیوست",بر پایه این گزارش، جزئیات مالی این انتقال هنوز اعلام نشده اما شایعات حکایت از این دارد که سیلوا با مبلغی در حدود 25 میلیون پوند به منچسترسیتی پیوسته است.,ورزشی,106857
سعید مشاور عمو شد,سعید آجورلو سردبیر اسبق روزنامه خبر ورزشی، مدیر سابق بخش ورزشی روزنامه همشهری و مدیر اسبق خبرگزاری ورزش ایران از چهره های شناخته شده رسانه ای و ورزشی کشور به شمار می رود.,ورزشی,106858
برنامه بازي هاي تيم ملي واليبال اعلام شد,ملي پوشان ايران هم اكنون در پنجمين اردوي آماده سازي حضور دارند و خود را براي حضور در رقابت هاي قزاقستان، كاپ آسيا، مسابقات قهرماني جهان و بازي هاي آسيايي 2010 گوانگجو آماده مي كنند.,ورزشی,106859
مایلی کهن و نارنجی‏ها در دیار آتاتورک,"اردوی یک هفته ای تیم فوتبال سایپا در کمپ بین المللی ""پاتالیا"" برپا خواهد شد و بازیکنان این تیم ضمن مرور تمرینات تاکتیکی احتمالا دو دیدار تدارکاتی را نیز مقابل تیم های راه آهن شهرری و یک تیم آماتوری ترکیه برگزار خواهند کرد.",ورزشی,106860
روح فوتبال مدیون اشتباهات است,از مهم ترین خصوصیات فرد عادی- برعکس نظر اساتید -  اشتباهات (حتی مکرر) است و اگر قرار باشد به مدد تکنولوژی یا هر وسیله دیگر نقش عامل انسانی در آن کمرنگ شود از روح فوتبال فاصله گرفته ایم وگرنه با این استدلال و راهکارهای مترتب بر آن نیز با این پیشرفت تکنولوژی در عصر ما بعد از یکی، 2 دهه برای اجتناب از  اشتباه می توان روبات ها را جایگزین بازیکنان کرد تا هیچ اشتباهی در زمین فوتبال رخ ندهد. اما آیا در این صورت جذابیتی برای فوتبال باقی خواهد ماند؟,ورزشی,106861
شرايط جديد حضور در دسته اول فوتبال,وي ادامه داد: اولين پيش شرط ارائه برگه تسويه حساب از سوي كميته انضباطي و نداشتن مشكل مالي و بدهي باشگاه هاست. اگر باشگاهي چنين مشكلي داشت آن تيم را از ليگ دسته اول كنار مي گذاريم و تيم ديگري را هم به جاي آن در مسابقات شركت نخواهيم داد و با همان تعداد تيمي كه شرايط را احراز كرده اند مسابقات را برگزار مي كنيم.,ورزشی,106862
بودجه ورزش صدقه نيست,به طور طبيعي بيان اين مساله قضيه را پيچيده تر مي كند، چرا كه اگر قرار است اين مبالغ را به حساب بودجه حضور در بازي هاي آسيايي گوانگجو بگذاريم، بايد از سوي كميته ملي المپيك و طبق ارزيابي هاي صورت گرفته از برنامه هر فدراسيون و زمينه مدال آوري اش تخصيص يابد تا فرداي پايان بازي ها، همه چيز شفاف و روشن باشد و قضيه كي بود، كي بود معروف در ورزش تكرار نشود.,ورزشی,106863
خود را در اينترنت جستجو كرده ايد؟,تحقیقات موسسه پژوهشی Pew حاکی از آن است که امروزه بسیاری از مردم مایلند بدانند در اینترنت، چه اطلاعاتی در مورد آنها قابل مشاهده است.,اجتماعی,106864
سفير آمريكا در انگلستان، خلاف كار ترين راننده اين كشور,اين موضوع نشان مي دهد كه دولت آمريكا در زمينه آموزش قوانين و مقررات راهنمايي و رانندگي توجهي از خود نشان نداده است و به همين دليل شهروندان اين كشور در نقاط ديگر دنيا نيز از قوانين تبعيت نمي كنند.,اجتماعی,106866
راهی که دولت می رود مبنای حقوقی ندارد,از نظر حقوقی دولت تحت هیچ شرایطی نمی تواند قانونی را که مجلس تصویب و شورای نگهبان تائید کرده را ابلاغ یا اجرا نکند.,سیاسی,106867
فوتبال هم خورشيدي مي شود,اکنون در همين راستا و براي افزودن به تعداد کارايي هاي توپ فوتبال، نمونه اي خورشيدي از آن ارائه شده است که در ساخت آن از صفحات خورشيدي استفاده شده است. اين صفحات خورشيدي جاي بخش هاي پنج ضلعي سياه رنگ توپ را گرفته اند که با قرار گيري توپ در زير نور خورشيد، انرژي آن را به خود جذب مي کنند.,اجتماعی,106868
رئیس جمهور نیجریه تیم ملی را مجازات کرد، ويا پيراهنش را تقديم به دختر نخست وزير اسپانیا کرد!,این مربی هلندی با اشاره به این نکته در بازتاب سخنانش سو برداشت شده است ، اعلام کرد که منظور او این نبوده که اوزیل با پاسپورتی جعلی به میدان می رود و گفت: من گفتم که اوزیل پاسپورتی اشتباهی را برگزیده. واقعا متاسفم چرا که او بازیکن بسیار خوبی است که می توانستیم از وجود او در تیم ملی ترکیه بهره ببریم.,ورزشی,106869
پاكی چيست و ناپاكی كدام است؟,به واقع چرا ما حساسيت كمتري نسبت به مبارزه با اين مسائل داريم؟ باز هم تاكيد می كنم كه اينها به مفهوم عدم مبارزه با آلودگي هاي مالي نيست بلكه به معني غفلت از اين امور است. هر كدام از ما ممكن است در زندگي خود دچار زيان مالي شده باشد اما با تلاش بيشتر آن را جبران كرده است ولي قبول كنيم كه زيان آبرويي ديگر قابل جمع نيست. اصلا شايد واژه آبرو به اين دليل آب رو گفته شده كه وقتي ريخت، ديگر قابل جمع كردن نيست.,ورزشی,106870
مسعود رجوی به چه سرنوشتی دچار شده است؟,و سرانجام اینکه از نوزدهم فروردین سال 1382 تا کنون، تلویزیون منافقین در هر بهار و در برخی مناسبت های معدود اقدام به خواندن پیام مکتوبی از مسعود رجوی ـ که توسط مجری تلویزیون یا مریم رجوی با پس زمینه تصویری قدیمی از وی ـ می کند؛ که البته این نشانه آشکاری از حذف رجوی یا به علت مرگ و یا تسویه درونی است که...,سیاسی,106871
بازداشت افسر اسراییلی به جرم همکاري باحزب الله,"به گزارش ايرنا از بیروت، اقدام رژيم صهيونستي در بازداشت افسر ارتش اين رژيم به دنبال رسوايي بازداشت يک مقام عالي رتبه شرکت تلفن همراه لبنان ""آلفا"" به جرم جاسوسي براي اسرائيل و شکايت لبنان به سازمان ملل ، صورت گرفته است.",سیاسی,106872
كشف سياهچالي پر از گروگان هاي زنده,حدود 15 روز قبل وی با من تماس گرفت و گفت از طریق مرز زابل وارد ایران شده و در حال مراجعت به اصفهان ( محل زندگی مان ) است. اما نزدیک دو هفته از وی خبری نشد و ما نگران بودیم تا اینکه دو روز قبل فرد ناشناسی تماس گرفت و گفت همسرت را گروگان گرفتیم و در تهران است.,اجتماعی,106874
قتل پدرزن به خاطر روابط غير اخلاقي با دخترش,راننده دزد دستگير شد/كشف سياهچالي پر از گروگان هاي زنده/قتل پدرزن به خاطر روابط غير اخلاقي/كلاهبرداري با بنز 350 ميليون توماني/«دکتر مرگ» هم از مرگ می ترسد/عاقبت طمع به اموال پدر زن پولدار/اعتراف زوج سارق به ۷۰ فقره سرقت در مشهد/زن جوان 3 روز در اسارتگاه شوهر گرفتار بود/كلاهبرداري رمال پيشگو از زنان,اجتماعی,106883
ده عكس جذاب نشنال جئوگرافيك,نشريه نشنال جئوگرافيك در انتشار عكس هاي متنوع از حيات وحش  ، محيط زيست ، اقوام گوناگون ، كشورهاي جهان و غيره از سليقه ويژه اي برخوردار بوده و از نظر كيفيت و سوژه از جمله بهترين نشريات در انتخاب عكس محسوب مي شود.اين عكس ها به اندازه اي گويا هستند كه نياز به توضيح و تفسير زيادي ندارند. نگاهي به 10 عكس جذاب نشنال جئوگرافيك در ماه ژوئن . 9 تير 89 .منبع: نشنال جئوگرافيك.,اجتماعی,106884
500 شهر الكترونيك در كشور ايجاد مي شود,وي ايجاد شهر الكترونيك در گرگان را يك پديده تاريخي بي نظير دانست و اظهار داشت: لازم است به منظور جلوگيري از اتلاف وقت، موضوع فعاليت شهر الكترونيك در گرگان از سوي شوراي اسلامي شهر، شهرداري، استانداري و بخش خصوصي با قدرت و جديت نسبت به گذشته دنبال شود. مشاور و ناظر عالي شهر الكترونيك گرگان اعلام كرد: شهر الكترونيك در تمام شهرهاي استان گلستان به دليل ضرورت راه اندازي مي شود.,اجتماعی,106885
كلاهبرداري رمال پيشگو از زنان,زن شاكي ادامه داد: در اولين جلسه زن رمال از زندگي گذشته ام حرف هايي زد كه اعتمادم جلب شد و از وي خواستم درباره آينده ام اطلاعاتي به من بدهد. چند بار پيشاني ام را نگاه كرد و سپس به يك گوي بلورين خيره شد و فرياد زد: زندگي ات در خطر است و حادثه تلخي در پيش داري.,اجتماعی,106886
احمدی نژاد: ساختار شورای امنیت تحمیلی است,رییس جمهور با تأکید بر اینکه ساختار شورای امنیت تحمیلی است، اظهار دانست: آمریکا بعد از جنگ جهانی دوم به عنوان فاتح این جنگ، ساختاری را تدوین و به ملت ها تحمیل کرد. اما امروز همه به این ساختارها معترض هستند و امیدواریم صاحبان قدرت عاقلانه رفتار کرده و تغییرات اساسی را بپذیرند چرا که این به نفع خودشان است.,سیاسی,106889
هشدار ناجا به گروه های سازمان یافته فساد,سرتیپ احمدی مقدم روز چهارشنبه در حـاشیه معرفی فرمانده جدید انتظامی آذربایجان شرقی در تبریز گفت : نوک حمله پیکان این نیرو متوجه گروه هـای سازمان یافته ای است کـه در پی ترویج فساد در جامعه هستند .,اجتماعی,106890
به فكر خليج فارس خودمان باشيم,مريم خباز ,اجتماعی,106891
آمريكا به دنبال افشاگر جنايات جنگ عراق,"وي با اشاره به اينكه احتمال دارد آمريكايي ها با كشتن اسنج، مرگ وي را خودكشي و يا تصادف جلوه دهند مي گويد: ""هر اتفاقي كه بيافتد ما ساكت نخواهيم ماند. تاريخ همانند دنيل السبرگ، به برادلي منينگ و جولين اسنج نيز هم چون يك قهرمان نگاه خواهد كرد. """,سیاسی,106892
شورای نگهبان مصوبه مجلس را رد کرد,تعدادي از نمايندگان مجلس روز 30خرداد ماه طرحي يك فوريتي را تصويب كردند كه در صورت تصويب نهايي آن، اموال دانشگاه آزاد وقف و براي هميشه در اختيار هيات امناي اوليه و وراث آنان باقي مي ماند.,سیاسی,106901
نخستین انتصاب معاون جدید فرهنگی ارشاد,به گزارش خبرآنلاین، معاون فرهنگی وزارت فرهنگ و ارشاد اسلامی که دوشنبه این هفته به طور رسمی معارفه شد، مسوول اداره نظارت بر نشر کتاب کودک را منصوب کرد.,فرهنگی,106902
صدای این شاه واشنگتنی از گوشه حرمسرا,بنا بر اعلام منابع فرانسوی، پادشاه عربستان در دیدار خود با وزیر دفاع فرانسه گفته است: ایران لیاقت موجودیت ندارد.,سیاسی,106903
دفاع جدید شیرین عبادی از تروریست ها,به گزارش کیهان، نامزد گروهک منافقین برای جایزه نوبل پس از مدت ها لکنت زبان، دوباره سر حرف آمد و از تروریست های اعدامی وابسته به گروهک های پژاک و تندر حمایت کرد.,سیاسی,106905
آخرین شنیده ها از ترکیب جدید شورای نگهبان,گفتنی است خبر خداحافظی آیت الله جنتی در برخی رسانه ها در حالی منتشر شد که وی انتقادات شدیدی را نسبت به احتمال کاندیداتوری اسفندیار رحیم مشائی در انتخابات ریاست جمهوری مطرح کرده بود.,سیاسی,106906
راه ورود به سینما: پول، پارتی، زیبایی!,فرهنگ جامعه به گونه اي درباره بازيگري جا افتاده  و ارج و قرب بازيگري به حدي پايين آمده است كه برخي افراد در خيابان به سراغ من مي آِيند و مي گويند بچه من سه ماه تابستان بيكار است، مي تواند بيايد بازي كند!,فرهنگی,106907
بازگشت مجدد 90 درصد معتادان پس از ترک,دبیر شورای هماهنگی مبارزه با مواد مخدر استان قم با تأکید بر لزوم پیشگیری اجتماعی از اعتیاد قبل از درمان آن تأکید کرد و گفت: بیش از 80 تا 90 درصد از معتادانی که به صورت علمی درمان شده اند بازگشت مجدد به مصرف مواد دارند.,اجتماعی,106908
بهترین ها در تازه ترین رده بندی فیفا,به گزارش ایرنا بر اساس فهرست جدید که از جانب فیفا اعلام شده است، بهترین بازیکن جهان دیوید ویا از اسپانیا معرفی شد.,فرهنگی,106909
بنده سال هاست که شهادت را انتخاب کرده ام,برای من که معیارم قرآن و پیغمبر و ائمه و ولایت فقیه و در حال حاضر امام خمینی می باشد و جز این حق نمی باشد و شدیداً معتقدم که مجاهدین خلق با توجه به معیارهای باطلی که دارند ناحق ترین و باطل ترین گروه ها هستند. اگر هدایت شدنی هستند خداوند آنها را هدایت کند وگرنه نابود کند و معتقدم بدترین دشمن در حال حاضر برای جمهوری اسلامی که حاصل خون بیش از 70 هزار شهید می باشد همین مجاهدین هستند.,سیاسی,106912
آیا رهنورد با اعدام این دو نفر هم مخالف است؟,رهنورد اخیراً در حمایت از یک زن تروریست و خبر اعدام وی گفته است باید به جای اعدام افراد را ارشاد کرد. اعدام در بسیاری از کشورها حذف شده است.,سیاسی,106913
خیابانهای واشنگتن و کشف بسته های انفجاری,"به گزارش ""تابناک""، مقامات امنیتی واشینگتن گفته اند: علاوه بر بسته های مواد منفجره ، وسائلی شبیه میکروفون های قوی، دستگاه های استراق سمع و چند وسیله شبیه قلیان! در بسته های مشکوک مشاهده شده که نشان می دهد خرابکاران اهداف متعددی از جاگذاری این بسته ها در واشینگتن داشته اند.",سیاسی,106915
شهید بهشتی هم مخالف ولایت فقیه بود!,سحابی در این گفت-وگو، به طور تلویحی حق را به جانب گروه های تروریستی چون فرقان و منافقین داد و مدعی شد آنها چون حذف شده بودند و فضا بسته شد! به ترور روی آوردند. وی گفت «این اتفاقات به دنبال تشکیل مجلس خبرگان و تغییر قانون اساسی رخ داد چرا که بسیاری از فعالان دچار سرخوردگی شدند». این در حالی است که هم «جمهوری اسلامی» و هم قانون اساسی آن با رای قاطع و اکثریت قریب به اتفاق ملت به تصویب رسیده بود و انجام جنایت های تروریستی معنایی جز دیکتاتوری و جنگ با مردم ندارد.,سیاسی,106916
نکاتی ازرابطه جهاددانشگاهی ودانشگاه تهران,مدیر قبلی: به خاطر حجاب کارم به کلانتری کشیده شد/ مدیر فعلی: دانشجویان از ما تشکر کردند,فرهنگی,106917
کینه دیرینه سعودی ها سر باز کرده است، آل سعود را فربه تر نکنیم,علاوه بر این، تحولات عراق پس از صدام نیز دیگر حکام مستبد سعودی را کلافه کرده است.../ هنوز کلام گهربار حضرت امام در گوش ایرانیان طنین افکن است که ما اگر با حزب بعث کنار بیاییم، با «آل سعود» کنار نمی آییم. راهبردی که بعدها برخی گمان کردند که با عملگرایی در سیاست خارجی و یا تنش زدایی حل شدنی است؛ غافل از اینکه امام(ره)، به نیکی دریافت بوده که اختلاف رژیم فهد با ایرانیان نه سیاسی، بلکه هویتی و ایدئولوژیک است.,سیاسی,106918
آغاز تحول بنیادین در آموزش و پرورش,حاجی بابایی بزرگترین مشکل آموزش و پرورش را مدیریت دانست و با تأکید بر ایجاد مدیریت یکپارچه با حق مشارکت جمعی در آموزش و پرورش ، افزود :کسانی که کارهای تحقیقاتی انجام می دهند باید شبانه روز را فقط به این کار اختصاص دهند.,فرهنگی,106919
حمله هوايي جنگنده هاي صهيونيستي به غزه,شاهدان عيني افزودند كه جنگنده هاي صهيونيستي پس از اين نيز سه حمله پياپي ديگر به اهدافي متعلق به گردان هاي القسام شاخه نظامي حماس انجام دادند.,فرهنگی,106920
صدا و  سيما بدحجاب استخدام نکند,اسلام با هیچ کس تعارف ندارد/ بدحجابی ابزاری برای براندازی نظام نيست /حوزویان با بدحجابی مقابله کنند/ دولت ومجلس در برخورد با بد حجابي جدیت داشته باشند.,فرهنگی,106921
جلسه هیئت امنای دانشگاه آزاد لغو شد,به گزارش مهر، کامران دانشجو روز پنجشنبه در حاشیه بازدید از جلسه کنکور سراسری در دانشگاه علم و صنعت افزود: جلسه هیئت امنای دانشگاه آزاد برای صبح روز یکشنبه 13 تیرماه تنظیم شده بود و از افراد دعوت به عمل آمده بود که در این جلسه حضور یابند. این موضوع تا دیروز قطعی بود. دیروز (چهارشنبه 9 تیرماه) از دبیرخانه شورای عالی انقلاب فرهنگی تماس گرفته شد که به دلیل مسائلی که وجود دارد جلسه هیئت امنا برگزار نشود. مقرر شد که بعداً اطلاع داده شود.,سیاسی,106922
شب هاي تهران گرم تر مي شود,افزايش دماي هواي كشور تا اوايل هفته آينده ادامه دارد و دليل اين افزايش دما نيز، وجود جو پايدار و آسمان صاف است كه تا اوايل هفته جاري در اكثر نقاط كشور مشاهده مي شود.,فرهنگی,106923
برادران عزیز کوتاه بیائید تا بیگانگان هم...,به گزارش شبکه تلویزیونی الفرات، سید عمار حکیم دیروز در همایش فرهنگی هفتگی مجلس اعلای اسلامی عراق در عین حال هشدار داد این دیدارها در ارتباط با تشکیل دولت جدید نباید خارج از چارچوب مطالبات قانون اساسی باشد .,سیاسی,106924
تکذیب رد مصوبه مجلس در شورای نگهبان,به گزارش ایلنا، عباسعلي كدخدايي، در خصوص انتشار خبري مبني براينكه شوراي نگهبان با استناد به اصل 57 قانون اساسي مصوبه مجلس مبني بر وقف اموال دانشگاه آزاد اسلامي را مغاير با قانون اساسي دانسته است، گفت : ابعاد اين مصوبه همچنان در دست بررسي است و تاكنون نظر نهايي در اين خصوص اعلام نشده است.,سیاسی,106926
دردسرهای آرایش برلوسکونی 73ساله,برلوسکونی که به برزیل سفر کرده، دیروز سه شنبه پس از دیدار با داسیلوا در پشت درهای بسته که به صحبت در مورد روابط فیمابین سپری شد، اعلام کرد: در این دیدار در خصوص دیدگاه های خود در مورد 2 موضوع زن و فوتبال که هر دو در جهان دوست داشتنی هستند! با آقای داسیلوا صحبت کردیم.,سیاسی,106927
عواقب فسخ قرار داد S-300 برای روسیه,این مبالغ جدای از زیان های دیگری است که مثلا از ناحیه کاهش خریدهای نظامی ایران متوجه روسیه خواهد شد و از این ناحیه نیز برآورد می شود سالانه 300 تا 500 میلیون دلار از خریدهای نظامی ایران از روسیه کاهش یابد .,سیاسی,106928
"همه چیز درباره ""سردار حزب الله گیلان""",به گزارش خبرآنلاین، کتاب «سردار حزب الله گیلان» اثر عباس آقایی جیرهنده و فاطمه رستمی است که از سوی انتشارات مرکز اسناد انقلاب اسلامی منتشر شده است.,فرهنگی,106931
ديدار نمايندگان مستعفي با رئيس مجلس,به گزارش فارس در راستاي وعده لاريجاني براي پيگيري شكايات نمايندگان معترض، يك شنبه هفته آتي جلسه اي مشترك بين رئيس دستگاه قانون گذاري با نمايندگان مستعفي كميسيون آموزش و تحقيقات برگزار خواهد شد.,سیاسی,106933
اينترنت در ايران 330 برابر گرانتر از ژاپن,درصد ناچيزي از هزينه يارانه بنزين رابه توسعه IT اختصاص دهيد و نتايج آن را ببينيد ومتوسط قيمت اينترنت در ايران يازده برابر تركيه و 330 برابر ‍ژاپن است. امروزه اينترنت يك وسيله لوكس نيست، يك بستر ضروري بر توسعه است.,اجتماعی,106934
تروريسم در فضاي مجازي در حال شكل گيري است,سردار احمدي  مقدم گفت: در دنياي آينده دزدان از ديواري بالا نمي روند اما با استفاده از رايانه اقدام به سرقت مي كنند در چنين شرايطي اگر پليس ناكارآمد باشد قدرت دفاع از مردم را نخواهد داشت.,اجتماعی,106939
"پیاده‏روی ""خیابانی"" روی اعصاب مخاطب!",انگار خیابانی دوست دارد صحبت هایی را انجام دهد که تا به حال هیچ گزارشگری انجام نداده. برخی اوقات خیابانی فکر می کند تنها او است که این اطلاعات را دارد فارغ از اینکه بداند اطلاعات او اطلاعاتی کاملا اشتباه است. مقایسه شماره 7 تیم ملی آرژانتین با پابلو آیمار و آریل اورتگا مقایسه ای عجیب و غیرقابل باور بود که از سوی خیابانی صورت گرفت.,ورزشی,106940
ريشه كني بي سوادي در 5 استان كشور,قائم مقام سازمان نهضت سوادآموزي كشور افزود: بحث آموزش كه يكي از شاخص هاي توسعه فرهنگي در جامعه مطرح مي شود مازندران از اين حيث رتبه برتر را دركشور به خود اختصاص داده است.,اجتماعی,106942
درگيري ارتش تركيه با پ.ك.ك,به گزارش خبرگزاري رويترز، در ماه هاي اخير همزمان با افزايش حملات حزب كارگران كردستان تركيه عليه تاسيسات ارتش تركيه در جنوب شرقي اين كشور خشونت ها در اين منطقه افزايش يافته و بيش از 50 سرباز تركيه اي در اين درگيري ها كشته شده اند.,فرهنگی,106945
